y,square_meters,condominium_fees,is_available,energy_efficiency_class_encoded,conditions_encoded,floor_num,elevator_sign,floor_effect,num_bedrooms,num_other_rooms,num_bathrooms,kitchen_open,kitchen_diner,kitchen_nook,kitchen_semi,kitchenette,kitchen_none,suitable_disabled,furnished,security door,centralized tv system,optic fiber,window_double_glass,balcony,full day concierge,video entryphone,window_pvc,closet,electric gate,shared garden,window_wood,window_metal,half-day concierge,cellar,terrace,partially furnished,alarm system,kitchen,only kitchen furnished,single tv system,window_triple_glass,exposure_south,exposure_east,private garden,exposure_west,reception,exposure_north,attic,fireplace,tv system with satellite dish,hydromassage,pool,tavern,private and shared garden,tennis court,zone_encoded,zone_rent_per_sqm,contract_rent,contract_rent | 3+2,contract_rent | 4+4,contract_rent | 6+6,contract_rent | open,contract_rent | students (6 - 36 months),contract_rent | transitory,distance_to_duomo_km,bathrooms_x_bedrooms,zone_x_sqm
4200,126,400.0,0,3,1,1.0,1,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3864.3230769230768,36.22449316362709,True,False,False,False,False,False,False,1.0262337829595616,4.0,486904.70769230765
805,50,0.0,0,5,1,1.0,-1,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482.391304347826,25.72043125399107,False,False,False,False,False,False,True,3.393469104797584,1.0,74119.5652173913
1300,89,125.0,1,2,1,0.5,-1,-0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649.3461538461538,23.131493006940314,False,False,True,False,False,False,False,3.2745502363024834,1.0,146791.8076923077
1400,50,150.0,0,1,1,5.0,1,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064.095238095238,29.214438064471135,False,False,True,False,False,False,False,2.3499863414412605,1.0,103204.76190476191
1500,25,0.0,0,5,1,5.0,-1,-5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2146.3333333333335,55.12727504673741,False,False,False,False,False,False,True,1.34130166332079,1.0,53658.333333333336
1400,75,140.0,1,3,0,0.0,-1,-0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405.357142857143,23.99867997918344,True,False,False,False,False,False,False,2.6716009766655633,1.0,105401.78571428571
1100,46,125.0,1,1,1,7.0,1,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570.8222222222223,23.833933735801963,False,False,False,False,False,False,True,3.964586256813657,1.0,72257.82222222222
1600,70,300.0,1,2,0,2.0,1,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728.4,23.911181151493846,True,False,False,False,False,False,False,4.064521378839285,2.0,120988.0
1000,40,92.0,0,2,0,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449.36,28.77847222401934,False,False,True,False,False,False,False,2.5480162750369018,1.0,97974.40000000001
1200,50,150.0,1,2,0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051.173076923077,25.500198159028706,False,False,True,False,False,False,False,3.592586207669462,1.0,102558.65384615386
2250,105,460.0,1,1,1,6.0,1,6.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3218.9473684210525,30.37930547372031,False,False,True,False,False,False,False,2.5243564676168577,4.0,337989.4736842105
1150,36,150.0,1,3,0,2.0,1,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1782.2,25.044428603216947,False,False,False,False,True,False,False,1.6849020393927863,1.0,64159.200000000004
1500,65,280.0,0,1,0,6.0,1,6.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108.5862068965516,27.75498193870298,True,False,False,False,False,False,False,1.1857353550199095,2.0,137058.10344827586
2500,140,400.0,1,4,1,1.0,1,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137.5301204819275,30.191447011261396,False,False,True,False,False,False,False,2.511646464526937,2.0,299254.21686746983
1800,60,150.0,1,3,1,-1.0,1,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2098.0,29.92702530922463,False,False,True,False,False,False,False,1.6366553210947832,1.0,125880.0
2055,60,0.0,0,5,1,1.0,-1,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438.25,24.532222588915843,False,False,False,False,False,False,True,3.675439857061536,1.0,86295.0
6667,200,300.0,1,1,1,4.0,1,4.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3864.3230769230768,36.22449316362709,False,False,True,False,False,False,False,1.0262337829595616,4.0,772864.6153846154
750,40,170.0,0,1,1,3.0,1,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081.2121212121212,18.970262090044734,True,False,False,False,False,False,False,4.805586003272986,1.0,43248.48484848485
900,55,100.0,1,2,1,3.0,1,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.969696969697,23.14917083706016,False,False,False,False,False,False,True,3.306440905886116,1.0,77053.33333333333
1550,80,0.0,1,3,1,1.0,1,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1838.6363636363637,26.242263087335377,False,False,False,False,True,False,False,3.7708932138819433,2.0,147090.9090909091
1000,60,100.0,1,1,0,3.0,-1,-3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1215.734693877551,20.047596352181706,False,False,False,False,False,False,True,6.40116601734907,1.0,72944.08163265306
950,30,150.0,1,3,1,3.0,1,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2675.4761904761904,32.64587299760649,False,False,True,False,False,False,False,1.762603435947802,1.0,80264.28571428571
1400,95,200.0,0,1,1,0.5,-1,-0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645.625,22.004237234821098,False,False,True,False,False,False,False,3.6350733804473996,1.0,156334.375
2500,75,200.0,1,3,0,2.0,-1,-2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951.2142857142858,29.64732980788475,False,False,False,False,False,False,True,2.827368847374255,1.0,146341.07142857142
1000,57,150.0,1,2,0,2.0,-1,-2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135.357142857143,17.850202478183366,False,False,True,False,False,False,False,7.396311750844594,1.0,64715.357142857145
1050,50,150.0,1,3,1,4.0,1,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608.6640625,24.409581328684194,False,False,True,False,False,False,False,3.2459250198720353,1.0,80433.203125
1300,60,250.0,1,2,1,3.0,1,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.0,17.88242447516641,False,False,False,False,False,False,True,5.351721710603338,1.0,72000.0
2100,55,150.0,1,4,1,0.5,-1,-0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312.5555555555557,28.34243182271668,False,False,False,False,True,False,False,4.6515460469916405,1.0,72190.55555555556
1200,65,160.0,1,3,1,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608.6640625,24.409581328684194,False,False,True,False,False,False,False,3.2459250198720353,1.0,104563.1640625
800,29,150.0,1,3,1,4.0,-1,-4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1353.3235294117646,24.81155109962345,True,False,False,False,False,False,False,5.598216234828932,1.0,39246.382352941175
1750,73,350.0,1,3,0,2.0,1,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3866.6666666666665,38.007493303374964,False,False,True,False,False,False,False,2.3305692730495804,1.0,282266.6666666666
3000,110,375.0,1,1,1,2.0,1,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3155.2,29.859560781130924,False,False,True,False,False,False,False,1.258406296985452,4.0,347072.0
550,30,70.0,1,1,0,1.0,-1,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057.464285714286,28.623442916122148,False,False,True,False,False,False,False,1.5921770614011335,1.0,61723.92857142857
1150,60,200.0,1,3,1,7.0,1,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523.7037037037037,20.301149596980732,False,False,False,False,True,False,False,3.4468031858657437,1.0,91422.22222222222
800,50,50.0,0,1,0,3.0,-1,-3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608.6640625,24.409581328684194,False,False,False,False,True,False,False,3.2459250198720353,1.0,80433.203125
1200,50,140.0,1,3,1,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308.6486486486488,32.90670228454785,False,False,True,False,False,False,False,1.952599795141137,1.0,115432.43243243244
1200,65,200.0,1,3,1,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.764705882353,23.51333048309292,False,False,True,False,False,False,False,2.9609867769436526,1.0,80389.70588235294
700,55,100.0,1,3,0,-1.0,1,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.7674418604652,27.008401154101623,False,False,False,True,False,False,False,2.3321170644127216,1.0,111087.20930232559
4300,120,0.0,1,1,1,1.0,1,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051.173076923077,25.500198159028706,False,False,False,False,False,False,True,3.592586207669462,4.0,246140.76923076925
1490,60,150.0,1,7,1,4.0,1,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1482.391304347826,25.72043125399107,True,False,False,False,False,False,False,3.393469104797584,1.0,88943.47826086957
1250,50,50.0,1,2,1,2.0,1,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630.7377049180327,29.144264018880026,False,False,True,False,False,False,False,2.1591575425491287,1.0,81536.88524590163
1300,96,190.0,0,4,1,3.0,1,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1115.0,21.692702399939243,True,False,False,False,False,False,False,6.025244368014124,2.0,107040.0
2500,155,300.0,1,3,1,1.0,1,1.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608.6640625,24.409581328684194,True,False,False,False,False,False,False,3.2459250198720353,8.0,249342.9296875
1250,63,300.0,0,2,1,3.0,-1,-3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308.409090909091,23.11624528348116,True,False,False,False,False,False,False,4.652123357368686,1.0,82429.77272727274
950,50,200.0,1,1,0,3.0,1,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649.3461538461538,23.131493006940314,False,False,True,False,False,False,False,3.2745502363024834,1.0,82467.30769230769
1030,75,170.0,0,4,0,5.0,1,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201.904761904762,22.02752424076011,False,False,False,False,False,False,True,4.381674080714689,1.0,90142.85714285714
1600,70,150.0,1,4,1,3.0,1,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728.4,23.911181151493846,False,False,True,False,False,False,False,4.064521378839285,2.0,120988.0
2000,161,400.0,1,4,0,3.0,1,3.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386.2857142857142,16.7436203083358,False,False,True,False,False,False,False,8.261175845756398,6.0,223192.0
2500,50,0.0,0,5,1,4.0,-1,-4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680.7692307692307,28.37583383600545,False,False,False,False,False,False,True,3.6296300337144287,2.0,84038.46153846153
1300,50,110.0,1,3,0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025.031746031746,30.678384683954672,False,False,True,False,False,False,False,1.2987870870458287,1.0,101251.58730158731
3000,55,150.0,1,7,1,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973.2894736842106,29.239906384610276,True,False,False,False,False,False,False,2.2859465672882653,1.0,108530.92105263159
1350,70,400.0,1,1,0,3.0,1,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529.032258064516,25.606607782271194,False,False,True,False,False,False,False,2.03722566463064,2.0,107032.25806451612
950,40,80.0,1,1,1,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358.3333333333333,20.18181109084999,False,False,True,False,False,False,False,5.272840716397984,1.0,54333.33333333333
3500,95,350.0,0,3,1,2.0,1,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2844.2982456140353,35.69317113024806,True,False,False,False,False,False,False,1.498318026914719,4.0,270208.3333333334
1250,69,120.0,1,4,1,2.0,1,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.764705882353,23.51333048309292,False,False,False,False,False,False,True,2.9609867769436526,1.0,85336.76470588235
2400,110,250.0,0,4,2,2.0,1,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308.6486486486488,32.90670228454785,True,False,False,False,False,False,False,1.952599795141137,3.0,253951.35135135136
1800,100,150.0,1,1,1,2.0,1,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1782.2,25.044428603216947,False,False,True,False,False,False,False,1.6849020393927863,2.0,178220.0
3800,100,150.0,1,3,0,1.0,1,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1433.0,21.980428296311672,True,False,False,False,False,False,False,5.114598636972879,2.0,143300.0
1183,50,176.0,1,2,0,2.0,1,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648.0,24.61459240468551,False,False,True,False,False,False,False,1.3589478338613497,1.0,82400.0
1300,60,150.0,1,7,1,0.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405.357142857143,23.99867997918344,False,False,False,False,True,False,False,2.6716009766655633,1.0,84321.42857142858
1400,40,200.0,0,1,1,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2305.72131147541,35.02816679037985,True,False,False,False,False,False,False,1.6377985997406692,1.0,92228.8524590164
1500,90,133.0,1,3,0,1.0,1,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1201.904761904762,22.02752424076011,True,False,False,False,False,False,False,4.381674080714689,4.0,108171.42857142858
1550,45,50.0,1,7,1,0.0,-1,-0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235.2173913043478,25.80939313157167,True,False,False,False,False,False,False,4.176671825169803,1.0,55584.78260869565
4500,110,500.0,0,7,1,3.0,1,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3614.6666666666665,44.69743272456833,True,False,False,False,False,False,False,0.8324679253974556,2.0,397613.3333333333
2250,20,0.0,0,5,1,1.0,-1,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821.967741935484,28.982881770541894,False,False,False,False,False,False,True,1.6298210515797342,1.0,36439.35483870968
1500,120,300.0,1,1,1,6.0,1,6.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867.0,24.252576863899044,False,False,True,False,False,False,False,3.4841925831239084,8.0,224040.0
1250,60,250.0,1,2,0,6.0,1,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.7674418604652,27.008401154101623,False,False,False,False,False,False,True,2.3321170644127216,1.0,121186.04651162791
1200,65,100.0,1,3,1,0.0,-1,-0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608.6640625,24.409581328684194,False,False,False,False,False,False,True,3.2459250198720353,1.0,104563.1640625
1500,40,220.0,1,7,1,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973.2894736842106,29.239906384610276,False,False,False,False,True,False,False,2.2859465672882653,1.0,78931.57894736843
1700,105,200.0,0,4,0,5.0,1,5.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997.12,23.33974307712671,False,False,True,False,False,False,False,3.227585389255941,4.0,209697.59999999998
1700,50,150.0,1,3,1,2.0,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375.2906976744184,36.959755336005216,True,False,False,False,False,False,False,0.8147745687631124,1.0,168764.53488372092
