w,y,square_meters,contract_type,availability,description,other_features,conditions,floor,elevator,energy_efficiency_class,condominium_fees,zone
1,1090,45,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",optic fiber | single tv system,excellent,1,no,NA,80,farini
1,1300,60,rent | open,NA,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",security door | external exposure | balcony | centralized tv system | furnished | window frames in double glass / metal,good condition,3,yes,f,300,bocconi
1,2100,60,rent | transitory,available from 23/04/2024,"1 bedroom, 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,ripamonti
1,2750,50,rent | transitory,available from 07/05/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,buenos aires
1,2830,150,rent | 4+4,available,"5 (4 bedrooms, 1 other), 3 bathrooms, kitchen diner",electric gate | security door | balcony | full day concierge | single tv system | shared garden | window frames in double glass / wood | double exposure,excellent,2,yes,g,635,washington
1,2600,110,rent | transitory,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",optic fiber | security door | balcony | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,8,yes,f,400,washington
1,1700,90,rent,NA,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",external exposure | balcony | full day concierge | furnished,good condition,3,yes,d,0,tre castelli - faenza
1,1000,38,rent | 4+4,available,"1 bedroom, 1 bathroom, kitchenette",electric gate | optic fiber | security door | balcony | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,good condition,1,yes,f,125,carrobbio
1,2300,75,rent,available,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",security door | balcony | centralized tv system | furnished | double exposure,excellent,4,yes,c,0,argonne - corsica
1,1300,60,rent | open,available from 04/06/2024,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",optic fiber | security door | balcony | single tv system | furnished | window frames in glass / pvcdouble exposure,excellent,3,no,g,200,cadore
1,650,30,rent | transitory,available,"1 room, 1 bathroom, kitchenette",electric gate | optic fiber | security door | internal exposure | balcony | full day concierge | centralized tv system | furnished | window frames in double glass / pvc,excellent,2,yes,g,120,tre castelli - faenza
1,1200,35,rent,available,"1 bedroom, 1 bathroom, open kitchen",electric gate | optic fiber | security door | external exposure | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvc,good condition,1,yes,g,100,zara
1,1500,50,rent | transitory,available from 05/06/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,porta vittoria
1,900,50,rent,available,"2 bedrooms, 1 bathroom",kitchen | furnished | cellar | window frames in double glass / wood | exposure north,good condition,1,no,a,200,villa san giovanni
1,4200,130,rent | 4+4,available,"4 (3 bedrooms, 1 other), 3 bathrooms, open kitchen",video entryphone | security door | balcony | full day concierge | partially furnished | cellar | window frames in double glass / metal | double exposure,excellent,2,yes,g,300,porta vittoria
1,1800,55,rent | transitory,available from 22/04/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,Ground floor,no,c,0,solari
1,1300,40,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",security door | internal exposure | half-day concierge | centralized tv system | furnished | window frames in double glass / pvc,NA,3,yes,g,0,garibaldi - corso como
1,1180,60,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",balcony | furnished | shared garden,excellent,1,no,g,100,istria
1,850,42,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",alarm system | kitchen | balcony | pool | furnished | shared garden | window frames in double glass / metal | exposure east,excellent,4,no,g,100,viale ungheria - mecenate
1,850,48,rent | transitory,available,"1 bedroom, 1 bathroom, kitchen nook",electric gate | video entryphone | security door | internal exposure | single tv system | furnished | window frames in double glass / wood,good condition,1,no,NA,100,ortica
1,1386,28,rent | open,available,"1 bedroom, 1 bathroom, kitchen diner",optic fiber | security door | closet | balcony | tv system with satellite dish | furnished | cellar | shared garden | window frames in glass / pvcdouble exposure,new,2,yes,a,0,turro
1,800,22,rent,available,"1 bedroom, 1 bathroom",kitchen | furnished | window frames in double glass / pvc,excellent,Ground floor,no,e,0,crescenzago
1,2200,90,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",video entryphone | balcony | terrace | full day concierge | only kitchen furnished,excellent,2,yes,f,200,montenero
1,1750,50,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | closet | full day concierge | pool | centralized tv system | furnished | cellar | shared garden | window frames in double glass / pvc,new,4,yes,a,150,washington
1,2500,80,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | alarm system | security door | external exposure | balcony | half-day concierge | pool | centralized tv system | furnished | shared garden | window frames in double glass / metal,excellent,4,yes,NA,375,san siro
1,2400,98,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",electric gate | security door | balcony | full day concierge | centralized tv system | furnished | window frames in glass / wood | double exposure,good condition,2,yes,g,0,montenero
1,1666,55,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | full day concierge | cellar | window frames in double glass / metal,good condition,4,yes,NA,70,morgagni
1,1300,67,rent,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",video entryphone | balcony | furnished,good condition,1,yes,d,100,santa giulia
1,700,55,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",security door | external exposure | balcony | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvc,good condition,6,yes,f,200,dergano
1,1500,83,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",video entryphone | security door | external exposure | full day concierge | only kitchen furnished | cellar | shared garden | window frames in glass / wood,good condition,4,yes,f,250,repubblica
1,900,50,rent | transitory,NA,"1 bedroom, 1 bathroom, kitchen nook",electric gate | fireplace | optic fiber | security door | external exposure | centralized tv system | furnished | window frames in double glass / wood,good condition,2,no,g,150,quadronno - crocetta
1,1000,45,rent,available,"1 bedroom, 1 bathroom",kitchen | balcony | partially furnished | window frames in glass / wood,good condition,1,no,f,20,precotto
1,950,60,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",optic fiber | security door | internal exposure | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / wood,good condition,5,yes,g,150,molise - cuoco
1,837,47,rent | 3+2,available,"2 rooms, 1 bathroom",security door | balcony | furnished,NA,1,yes,f,125,argonne - corsica
1,1900,86,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",security door | balcony | full day concierge | furnished | window frames in double glass / pvcdouble exposure,excellent,7,yes,e,0,cadore
1,1600,78,rent,available,"3 (2 bedrooms, 1 other), 1 bathroom",reception | kitchen | balcony | partially furnished | shared garden | window frames in glass / wood | exposure south,good condition,5,yes,NA,220,ghisolfa - mac mahon
1,2000,70,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | single tv system | furnished | cellar | shared garden | window frames in double glass / wood | double exposure,excellent,Ground floor,no,g,0,monte rosa - lotto
1,1300,50,rent,available,"2 (1 bedroom, 1 other), 1 bathroom","balcony | furnished | window frames in double glass / wood | exposure north, east",excellent,3,yes,e,150,indipendenza
1,700,25,rent,NA,"1 bedroom, 1 bathroom",furnished,good condition,3,no,a,60,corso genova
1,1150,25,rent,available,"2 (1 bedroom, 1 other), 1 bathroom","kitchen | terrace | furnished | window frames in triple glass / pvcexposure south, east",new,5,yes,a,100,morgagni
1,1500,135,rent | open,available,"5 (3 bedrooms, 2 others), 2 bathrooms, kitchen diner",optic fiber | video entryphone | security door | external exposure | balcony | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / wood,good condition,Mezzanine,yes,NA,300,chiesa rossa
1,900,45,rent,available,"1 room, 1 bathroom, kitchenette",full day concierge | furnished,NA,Mezzanine,no,g,150,cenisio
1,1500,54,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",video entryphone | balcony | centralized tv system | furnished,excellent,2,no,d,110,solari
1,1200,72,rent,available,"3 (1 bedroom, 2 others), 1 bathroom","kitchen | balcony | furnished | exposure north, south",excellent,1,yes,d,300,washington
1,1500,95,rent | 4+4,NA,"3 (2 bedrooms, 1 other), 1 bathroom, semi-habitable kitchen",balcony | centralized tv system | window frames in triple glass / wood | double exposure,good condition,6,yes,f,200,porta romana - medaglie d'oro
1,1750,70,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | closet | full day concierge | single tv system | furnished | window frames in double glass / wood | double exposure,excellent,2,yes,e,150,porta nuova
1,5000,238,rent | 4+4,available,"5 (4 bedrooms, 1 other), 3 bathrooms, kitchen diner",electric gate | security door | closet | balcony | full day concierge | centralized tv system | cellar | window frames in glass / wood | double exposure,good condition,2,yes,g,650,moscova
1,2085,85,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchenette",centralized tv system | only kitchen furnished,excellent,4,yes,d,330,porta venezia
1,2100,80,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",balcony | terrace | centralized tv system | furnished,NA,3,yes,f,0,cermenate - abbiategrasso
1,3000,140,rent,available,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",optic fiber | security door | closet | balcony | full day concierge | centralized tv system | partially furnished | double exposure,excellent,3,yes,e,500,sempione
1,1500,72,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",optic fiber | video entryphone | security door | full day concierge | centralized tv system | furnished | window frames in double glass / metal | double exposure,excellent,2,yes,g,190,navigli - darsena
1,900,25,rent | transitory,available,"1 bedroom, 1 bathroom, open kitchen",attic | video entryphone | security door | external exposure | closet | half-day concierge | tv system with satellite dish | furnished | shared garden | window frames in double glass / wood,excellent,7,yes,NA,50,città studi
1,1100,55,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",video entryphone | security door | balcony | furnished | window frames in double glass / pvc,excellent,4,yes,g,181,crescenzago
1,1450,100,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",attic | video entryphone | security door | closet | terrace | centralized tv system | furnished | window frames in double glass / metal | double exposure,good condition,5,yes,e,200,piave - tricolore
1,1150,50,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",reception | kitchen | balcony | furnished,excellent,2,yes,NA,250,monte rosa - lotto
1,850,45,rent,available,"1 bedroom, 1 bathroom",balcony | furnished | window frames in double glass / metal,excellent,3,yes,a,65,vigentino - fatima
1,950,58,rent | transitory,available,"2 bedrooms, open kitchen",optic fiber | video entryphone | security door | closet | balcony | centralized tv system | furnished | shared garden | window frames in triple glass / pvcdouble exposure,excellent,1,no,a,80,quarto oggiaro
1,7500,150,rent,NA,"5 (2 bedrooms, 3 others), 2 bathrooms, kitchen diner",electric gate | optic fiber | video entryphone | security door | balcony | terrace | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,6,yes,g,665,duomo
1,1750,50,rent,NA,"2 (1 bedroom, 1 other), 1 bathroom",reception | alarm system | terrace | furnished | cellar | shared garden | exposure east,new,2,no,a,300,cadore
1,2000,95,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",optic fiber | security door | half-day concierge | centralized tv system | furnished | cellar | window frames in glass / metal | double exposure,excellent,5,yes,f,350,città studi
1,2800,135,rent | 4+4,available,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",electric gate | fireplace | optic fiber | video entryphone | security door | internal exposure | balcony | terrace | full day concierge | centralized tv system | partially furnished | cellar | shared garden,new,7,yes,g,500,bande nere
1,1300,55,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | security door | closet | half-day concierge | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,3,yes,f,100,porta romana - medaglie d'oro
1,1350,55,rent,NA,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",terrace | furnished | cellar,excellent,Ground floor,yes,g,100,solari
1,1350,90,rent,available,"3 (2 bedrooms, 1 other), 2 bathrooms","balcony | shared garden | window frames in double glass / wood | exposure east, west",new,3,yes,a,250,bisceglie
1,1200,47,rent | transitory,NA,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | closet | terrace | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / metal,excellent,4,yes,d,150,corvetto
1,1200,60,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",optic fiber | security door | internal exposure | single tv system | furnished | window frames in double glass / wood,good condition,Mezzanine,no,e,0,porta romana - medaglie d'oro
1,1350,83,rent | transitory,available,"3 (1 bedroom, 2 others), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | internal exposure | closet | full day concierge | single tv system | furnished | shared garden | window frames in double glass / pvc,excellent,Ground floor,yes,e,167,dergano
1,2500,140,rent,available,"4 (3 bedrooms, 1 other), 3 bathrooms, open kitchen",electric gate | optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | partially furnished | shared garden | window frames in double glass / pvcdouble exposure,excellent,4,yes,f,292,casoretto
1,1650,89,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",optic fiber | security door | external exposure | balcony | terrace | centralized tv system | furnished | shared garden | window frames in double glass / pvc,new,2,yes,a,150,bisceglie
1,3250,100,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",optic fiber | security door | balcony | full day concierge | centralized tv system | partially furnished | double exposure,excellent,1,yes,g,195,quadronno - crocetta
1,1500,80,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",electric gate | optic fiber | video entryphone | security door | external exposure | closet | balcony | full day concierge | centralized tv system | furnished | window frames in double glass / wood,excellent,3,no,e,300,montenero
1,800,37,rent | transitory,available from 01/05/2024,"1 room, 1 bathroom, kitchenette",electric gate | optic fiber | security door | internal exposure | centralized tv system | shared garden | window frames in double glass / wood,good condition,3,no,g,200,bocconi
1,1400,55,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",electric gate | optic fiber | alarm system | security door | internal exposure | balcony | half-day concierge | pool | centralized tv system | furnished | window frames in glass / metal,excellent,1,yes,d,120,buenos aires
1,5850,74,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | closet | full day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,yes,a,0,melchiorre gioia
1,2000,120,rent | 4+4,available from 01/04/2024,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",electric gate | optic fiber | video entryphone | security door | closet | balcony | half-day concierge | centralized tv system | partially furnished | window frames in double glass / metal | double exposure,good condition,1,no,f,300,san vittore
1,600,30,rent | 4+4,NA,"1 bedroom, 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | closet | balcony | half-day concierge | centralized tv system | furnished | cellar | window frames in double glass / pvcdouble exposure,good condition,2,yes,g,50,lodi - brenta
1,5000,120,rent | transitory,available,"3 (2 bedrooms, 1 other), 2 bathrooms, semi-habitable kitchen",optic fiber | video entryphone | alarm system | security door | external exposure | balcony | terrace | centralized tv system | furnished | private garden | window frames in double glass / pvc,excellent,3,yes,d,400,brera
1,2700,75,rent | transitory,available from 20/02/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,buenos aires
1,1200,65,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | security door | closet | balcony | half-day concierge | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,6,yes,f,225,prato centenaro
1,3800,100,rent | transitory,available from 23/02/2024,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,missori
1,1900,84,rent | 4+4,available from 01/07/2024,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",hydromassage | optic fiber | security door | balcony | terrace | full day concierge | pool | furnished | cellar | window frames in triple glass / pvc,new,1,yes,a,200,cascina merlata - musocco
1,2490,53,rent | transitory,available from 01/01/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,palestro
1,1400,50,rent,available,"2 rooms, 1 bathroom, kitchen nook",balcony | furnished | shared garden,excellent,1,no,f,70,città studi
1,990,42,rent,available,"1 bedroom, 1 bathroom",furnished | window frames in double glass / wood,excellent,3,no,NA,100,vincenzo monti
1,1300,70,rent | 4+4,available,"2 rooms, 1 bathroom, kitchen nook",balcony | terrace | full day concierge | furnished | shared garden | window frames in double glass / pvc,new,7,yes,a,200,bisceglie
1,1200,70,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | external exposure | closet | terrace | centralized tv system | furnished | shared garden | window frames in double glass / pvc,excellent,3,yes,g,300,ripamonti
1,2000,123,rent,NA,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",optic fiber | security door | balcony | full day concierge | furnished | cellar | double exposure,excellent,3,yes,g,300,montenero
1,1300,75,rent | transitory,available,"3 (2 bedrooms, 1 other), 1 bathroom, semi-habitable kitchen",security door | balcony | furnished | shared garden | window frames in double glass / pvcdouble exposure,excellent,Mezzanine,yes,NA,250,san siro
1,950,50,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",centralized tv system | furnished | window frames in double glass / pvcdouble exposure,good condition,1,no,g,50,pasteur
1,1500,45,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | security door | internal exposure | full day concierge | centralized tv system | furnished | window frames in double glass / wood,excellent,7,yes,e,200,centrale
1,1000,40,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | centralized tv system | furnished | shared garden | window frames in double glass / pvc,good condition,Mezzanine,no,g,150,plebisciti - susa
1,1100,55,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",reception | kitchen | balcony | furnished | shared garden,excellent,1,yes,g,200,paolo sarpi
1,1500,100,rent | transitory,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",electric gate | optic fiber | video entryphone | balcony | centralized tv system | furnished | cellar | window frames in glass / metal,excellent,Mezzanine,yes,g,167,gallaratese
1,1200,45,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | security door | internal exposure | centralized tv system | furnished | window frames in double glass / wood,excellent,2,yes,f,180,corso san gottardo
1,1500,42,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",security door | internal exposure | full day concierge | single tv system | furnished | cellar | window frames in glass / pvc,excellent,4,yes,f,NA,vercelli - wagner
1,1200,50,rent,NA,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",internal exposure | balcony | furnished,good condition,3,yes,f,60,lodi - brenta
1,2200,90,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchenette",electric gate | internal exposure | closet | partially furnished | window frames in glass / wood,excellent,Ground floor,no,g,100,ticinese
1,2900,70,rent | 4+4,available from 15/04/2024,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",hydromassage | electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | terrace | full day concierge | single tv system | furnished | cellar | window frames in double glass / pvc,excellent,8,yes,c,300,corso genova
1,2200,80,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",external exposure | balcony | centralized tv system | furnished | shared garden,excellent,2,yes,f,0,paolo sarpi
1,7000,220,rent | 4+4,available,"5 (4 bedrooms, 1 other), 2 bathrooms, kitchen diner",optic fiber | video entryphone | security door | closet | balcony | terrace | full day concierge | centralized tv system | partially furnished | window frames in double glass / metal,good condition,2,yes,g,200,piave - tricolore
1,3750,165,rent | 4+4,available,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | cellar | window frames in double glass / wood | double exposure,excellent,1,yes,g,230,frua
1,1300,70,rent | open,available,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",electric gate | optic fiber | external exposure | full day concierge | centralized tv system | furnished | window frames in double glass / pvc,good condition,6,yes,e,250,washington
1,1890,125,rent,NA,"3 (2 bedrooms, 1 other), 2 bathrooms",kitchen | balcony | partially furnished | private garden,excellent,Ground floor,no,a,180,ripamonti
1,990,28,rent,available,"1 bedroom, 1 bathroom",kitchen | furnished | shared garden | window frames in double glass / pvcexposure west,excellent,2,no,f,90,pasteur
1,1150,55,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | security door | closet | half-day concierge | centralized tv system | furnished | window frames in double glass / metal | double exposure,good condition,2,no,f,100,navigli - darsena
1,1350,48,rent | 4+4,available,"1 room, 1 bathroom, open kitchen",electric gate | optic fiber | security door | closet | centralized tv system | furnished | shared garden | window frames in glass / wood | double exposure,excellent,3,yes,g,130,moscova
1,1291,56,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | full day concierge | centralized tv system | shared garden | window frames in double glass / wood,good condition,Ground floor,no,f,119,frua
1,1300,45,rent | 4+4,available,"1 bedroom, 1 bathroom, open kitchen",external exposure | centralized tv system | furnished,NA,Mezzanine,no,NA,125,pezzotti - meda
1,1900,75,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",kitchen | balcony | furnished | window frames in double glass / metal,NA,3,yes,a,100,san siro
1,3600,150,rent | transitory,available,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",security door | closet | balcony | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,1,yes,g,250,missori
1,1150,48,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",kitchen | furnished,excellent,3,no,g,50,isola
1,9000,198,rent | 4+4,NA,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",electric gate | attic | optic fiber | video entryphone | alarm system | security door | internal exposure | terrace | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / wood,excellent,6,yes,f,500,brera
1,3750,115,rent | 4+4,NA,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen nook",optic fiber | video entryphone | security door | balcony | full day concierge | single tv system | furnished,new,3,yes,d,250,quadronno - crocetta
1,1300,83,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | internal exposure | balcony | full day concierge | centralized tv system | partially furnished | window frames in double glass / metal,excellent,1,no,g,0,ortica
1,2000,76,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | terrace | centralized tv system | furnished | shared garden | window frames in double glass / pvc,new,2,no,a,75,corso san gottardo
1,1100,70,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",security door | balcony | full day concierge | single tv system | furnished | window frames in glass / wood | double exposure,good condition,1,yes,f,350,vercelli - wagner
1,1750,90,rent,NA,"3 (2 bedrooms, 1 other), 1 bathroom, semi-habitable kitchen",security door | balcony | half-day concierge | furnished | cellar | window frames in glass / pvcdouble exposure,excellent,1,yes,g,250,montenero
1,1100,40,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",kitchen | terrace | furnished | private and shared garden | window frames in double glass / wood,excellent,1,no,f,50,corso san gottardo
1,1250,60,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",electric gate | optic fiber | security door | half-day concierge | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,Ground floor,no,e,100,porta romana - medaglie d'oro
1,1250,53,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | external exposure | balcony | full day concierge | centralized tv system | partially furnished | cellar | window frames in glass / metal,excellent,5,yes,f,225,plebisciti - susa
1,2070,60,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",optic fiber | security door | balcony | full day concierge | centralized tv system | window frames in double glass / pvcdouble exposure,excellent,4,yes,a,150,solari
1,2083,79,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",optic fiber | security door | balcony | half-day concierge | centralized tv system | furnished | cellar,excellent,2,yes,g,130,frua
1,2500,100,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, semi-habitable kitchen",electric gate | optic fiber | video entryphone | security door | full day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure,good condition,4,yes,g,200,porta vittoria
1,1000,30,rent | transitory,NA,"1 bedroom, 1 bathroom, open kitchen",furnished,NA,Ground floor,no,g,80,martini - insubria
1,1400,50,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | internal exposure | closet | balcony | terrace | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvc,excellent,Mezzanine,yes,e,200,sempione
1,1200,63,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",kitchen | balcony | furnished | shared garden | window frames in double glass / wood | exposure south,excellent,1,yes,e,70,città studi
1,2200,140,rent | transitory,available from 31/03/2024,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,ascanio sforza
1,1350,55,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | security door | external exposure | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvc,excellent,Mezzanine,yes,e,150,certosa
1,900,30,rent | transitory,available,"1 room, 1 bathroom, kitchenette",balcony | full day concierge | single tv system | furnished | shared garden,excellent,Mezzanine,yes,NA,0,tre castelli - faenza
1,2300,50,rent | open,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | closet | balcony | full day concierge | centralized tv system | furnished | window frames in double glass / pvc,excellent,3,yes,g,200,moscova
1,1250,60,rent,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",optic fiber | security door | internal exposure | closet | balcony | full day concierge | centralized tv system | furnished | window frames in glass / wood,good condition,3,yes,NA,200,corvetto
1,1670,81,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | cellar | window frames in double glass / wood | double exposure,excellent,3,yes,g,219,san vittore
1,1000,50,rent,available from 01/05/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | closet | balcony | centralized tv system | furnished | cellar | private garden | window frames in double glass / wood,excellent,2,yes,b,100,ponte lambro
